Search type: State

Introduced - HI|Tree|Shrub

Accepted Symbol,Synonym Symbol,Scientific Name,Common Name
BALU2,,Barleria lupulina Lindl.,hophead Philippine violet
BAUHI,,Bauhinia L.,bauhinia
BAMO2,,Bauhinia monandra Kurz,Napoleon's plume
BAMO2,CAMO17,Caspareopsis monandra (Kurz) Britton & Rose,
BEGON,,Begonia L.,begonia
BEFO,,Begonia foliosa Kunth,fuchsia begonia
BEFOM,,Begonia foliosa Kunth var. miniata (Planch.) L.B. Sm. & B.G. Schub.,fuchsia begonia
BIDEN,,Bidens L.,beggarticks
BISCH,,Bischofia Blume,bishopwood
BIJA,,Bischofia javanica Blume,Javanese bishopwood
BIXA,,Bixa L.,bixa
BIOR,,Bixa orellana L.,lipsticktree
BOCCO,,Bocconia L.,bocconia
BOFR2,,Bocconia frutescens L.,parrotweed
BOERH2,,Boerhavia L.,spiderling
BREYN,,Breynia J.R. Forst. & G. Forst.,breynia
BRDI8,,Breynia disticha J.R. Forst. & G. Forst.,snowbush
BRDI8,BRNI2,Breynia nivosa (W. Bull) Small,
BRDI8,PHNI4,Phyllanthus nivosus W. Bull,
BROUS,,Broussonetia L'Hér. ex Vent.,broussonetia
BRPA4,,Broussonetia papyrifera (L.) L'Hér. ex Vent.,paper mulberry
BRPA4,MOPA3,Morus papyrifera L.,
BRPA4,PAPA32,Papyrius papyriferus (L.) Kuntze,
BRUGM,,Brugmansia Pers.,brugmansia
BRCA31,,Brugmansia ×candida Pers. (pro sp.) [aurea × versicolor],angel's-trumpet
BRCA31,BRAR14,Brugmansia arborea auct. non (L.) Steud.,
BRCA31,BRCA12,"Brugmansia candida Pers., database artifact",
BRCA31,DAAR6,Datura arborea L.,
BRCA31,DACA15,Datura candida (Pers.) Saff.,
BRUGU,,Bruguiera Savigny,bruguiera
BRPA15,,Bruguiera parviflora (Roxb.) Wight & Arn. ex Griffith,smallflower bruguiera
BRSE11,,Bruguiera sexangula (Lour.) Poir.,Oriental mangrove
BRSE11,BRGY,"Bruguiera gymnorrhiza auct. non (L.) Savigny, orth. var.",
BRSE11,BRGY2,Bruguiera gymnorhiza auct. non (L.) Savigny,
BRSE11,RHGY,Rhizophora gymnorhiza auct. non L.,
BUDDL2,,Buddleja L.,butterflybush
BUAS,,Buddleja asiatica Lour.,dogtail
BUDA2,,Buddleja davidii Franch.,orange eye butterflybush
BUMA80,,Buddleja madagascariensis Lam.,smokebush
CAESA,,Caesalpinia L.,nicker
CADE15,,Caesalpinia decapetala (Roth) Alston,shoofly
CADE15,BISE2,Biancaea sepiaria (Roxb.) Todaro,
CADE15,CASE15,Caesalpinia sepiaria Roxb.,
CAMA21,,Caesalpinia major (Medik.) Dandy & Exell,Hawai'i pearls
CAMA21,CAGL22,Caesalpinia globulorum Bakh. f. & P. Royen,
CAMA21,GUOV2,Guilandina ovalifolia (Urb.) Britton,
CAJAN,,Cajanus Adans.,cajanus
CACA27,,Cajanus cajan (L.) Millsp.,pigeonpea
CACA27,CACA46,"Cajan cajan (L.) Huth, nom. inval.",
CACA27,CAIN44,Cajanus indicus Spreng.,
CALOP,,Calophyllum L.,calophyllum
CAIN4,,Calophyllum inophyllum L.,Alexandrian laurel
CALOT,,Calotropis R. Br.,calotropis
CAGI11,,Calotropis gigantea (L.) W.T. Aiton,giant milkweed
CAPR,,Calotropis procera (Aiton) W.T. Aiton,roostertree
CAPR,ASPR15,Asclepias procera Aiton,
CANNA2,,Canna L.,canna
CARIC,,Carica L.,papaya
CAPA23,,Carica papaya L.,papaya
CAPA23,PACA27,Papaya carica Gaertn.,
CARMO,,Carmona Cav.,scorpionbush
CARE22,,Carmona retusa (Vahl) Masamune,scorpionbush
CASUA,,Casuarina Rumph. ex L.,sheoak
CAEQ,,Casuarina equisetifolia L.,beach sheoak
CAEQ,CALI8,Casuarina litorea L. ex Fosberg & Sachet,
CAGL11,,Casuarina glauca Siebold ex Spreng.,gray sheoak
CECRO,,Cecropia Loefl.,pumpwood
CEOB,,Cecropia obtusifolia Bertol.,trumpet tree
CEREU,,Cereus Mill.,sweetpotato cactus
CEHI3,,Cereus hildmannianus K. Schum.,hedge cactus
CEHI3,CEPE5,Cereus peruvianus auct. non (L.) Mill.,
CEHI3,CEUR,Cereus uruguayanus auct. non Kiesling,
CEHI3,PIPE7,Piptanthocereus peruvianus auct. non (L.) Riccob.,
CEHI3,STPE13,"Stenocereus peruvianus auct. non Kiesling, nom. illeg.",
CESTR,,Cestrum L.,jessamine
CEAU2,,Cestrum aurantiacum Lindl.,orange jessamine
CEDI6,,Cestrum diurnum L.,day jessamine
CEDI6,CEDID,Cestrum diurnum L. var. diurnum,
CEDI6,CEDIP,Cestrum diurnum L. var. portoricense O.E. Schulz,
CENO,,Cestrum nocturnum L.,night jessamine
CENO,CEPA18,Cestrum parqui auct. non L'Hér.,
CHAMA17,,Chamaecrista (L.) Moench,sensitive pea
CHAMA15,,Chamaesyce Gray,sandmat
CHENO,,Chenopodium L.,goosefoot
CHRYS5,,Chrysophyllum L.,chrysophyllum
CHOL,,Chrysophyllum oliviforme L.,satinleaf
CHOL,CYOL,Cynodendron oliviforme (L.) Baehni,
CINCH,,Cinchona L.,cinchona
CIPU,,Cinchona pubescens Vahl,quinine
CIPU,CISU2,Cinchona succirubra Pav. ex Klotzsch,
CINNA2,,Cinnamomum Schaeff.,cinnamon
CIBU2,,Cinnamomum burmannii (Nees & Th. Nees) Nees ex Blume,Padang cassia
CICA,,Cinnamomum camphora (L.) J. Presl,camphortree
CICA,CACA52,"Camphora camphora (L.) Karst., nom. inval.",
CICA,LACA12,Laurus camphora L.,
CIVE2,,Cinnamomum verum J. Presl,cinnamon
CISSU,,Cissus L.,treebine
CIRO3,,Cissus rotundifolia (Forssk.) Vahl,Venezuelan treebine
CITHA,,Citharexylum L.,fiddlewood
CICA8,,Citharexylum caudatum L.,juniper berry
CISP3,,Citharexylum spinosum L.,spiny fiddlewood
CISP3,CIFR,Citharexylum fruticosum L.,
CISP3,CIFRF,Citharexylum fruticosum L. var. fruticosum,
CISP3,CIFRS,Citharexylum fruticosum L. var. smallii Moldenke,
CISP3,CIFRS2,Citharexylum fruticosum L. var. subvillosum Moldenke,
CISP3,CIFRV,Citharexylum fruticosum L. var. villosum (Jacq.) O.E. Schulz,
CISP3,CIPE2,Citharexylum pentandrum Vent.,
CLEOM,,Cleome L.,spiderflower
CLERO2,,Clerodendrum L.,glorybower
CLCH4,,Clerodendrum chinense (Osb.) Mabberley,stickbush
CLCH4,CLFR4,Clerodendrum fragrans (Vent.) Willd.,
CLCH4,CLFRM,Clerodendrum fragrans (Vent.) Willd. var. multiplex (Sweet) Moldenke,
CLCH4,CLPH,Clerodendrum philippinum Schauer,
CLGL2,,Clerodendrum glabrum E. Mey.,Natal glorybower
CLIN,,Clerodendrum indicum (L.) Kuntze,turk's turbin
CLIN,SIIN18,Siphonanthus indicus L.,
CLIN2,,Clerodendrum inerme (L.) Gaertn.,embrert
CLIN2,VOIN,Volkameria inermis L.,
CLJA3,,Clerodendrum japonicum (Thunb.) Sweet,Japanese glorybower
CLJA3,CLJAP,Clerodendrum japonicum (Thunb.) Sweet var. pleniflorum (Schauer) Maheshwari,
CLJA3,CLSQ3,Clerodendrum squamatum Vahl,
CLMA24,,Clerodendrum macrostegium Schauer,velvetleaf glorybower
CLIDE,,Clidemia D. Don,clidemia
CLHI3,,Clidemia hirta (L.) D. Don,soapbush
CLITO,,Clitoria L.,pigeonwings
CLUSI,,Clusia L.,attorney
CLRO,,Clusia rosea Jacq.,Scotch attorney
COCCO,,Coccoloba P. Br.,coccoloba
COUV,,Coccoloba uvifera (L.) L.,seagrape
COUV,POUV3,Polygonum uvifera L.,
COCOS,,Cocos L.,coconut palm
CONU,,Cocos nucifera L.,coconut palm
COFFE,,Coffea L.,coffee
COAR2,,Coffea arabica L.,Arabian coffee
COLUB,,Colubrina Rich. ex Brongn.,nakedwood
COAS3,,Colubrina asiatica (L.) Brongn.,Asian nakedwood
CONOC,,Conocarpus L.,mangrove
COER2,,Conocarpus erectus L.,button mangrove
COER2,COERS,Conocarpus erectus L. var. sericeus Fors ex DC.,
CORCH,,Corchorus L.,corchorus
CORDI,,Cordia L.,cordia
CODI18,,Cordia dichotoma G. Forst.,fragrant manjack
COSU2,,Cordia subcordata Lam.,kou
CORDY2,,Cordyline Comm. ex R. Br.,cordyline
COFR2,,Cordyline fruticosa (L.) A. Chev,tiplant
COFR2,COFR6,Convallaria fruticosa L.,
COFR2,COTE12,Cordyline terminalis (L.) Kunth,
COFR2,COTET3,Cordyline terminalis (L.) Kunth var. ti (Schott) Baker,
COFR2,DRTE3,Dracaena terminalis (L.) L.,
COREO2,,Coreopsis L.,tickseed
CORYM3,,Corymbia K.D. Hill & L.A.S. Johnson,corymbia
COCA48,,Corymbia calophylla (Lindl.) K.D. Hill & L.A.S. Johnson,redgum
COCA48,EUCA,Eucalyptus calophylla Lindl.,
COCI4,,Corymbia citriodora (Hook.) K.D. Hill & L.A.S. Johnson,lemonscented gum
COCI4,EUCI,Eucalyptus citriodora Hook.,
COFI7,,Corymbia ficifolia (F. Muell.) K.D. Hill & L.A.S. Johnson,redflower gum
COFI7,EUFI81,Eucalyptus ficifolia F. Muell.,
COGU4,,Corymbia gummifera (Sol. ex Gaertn.) K.D. Hill & L.A.S. Johnson,red bloodwood
COGU4,EUGU2,Eucalyptus gummifera (Sol. ex Gaertn.) Hochr.,
CORYN2,,Corynocarpus J.R. Forst. & G. Forst.,corynocarpus
COLA6,,Corynocarpus laevigatus J.R. Forst. & G. Forst.,karaka nut
COSTU,,Costus L.,costus
COTON,,Cotoneaster Medik.,cotoneaster
COTON,COADP3,Cotoneaster adpressus Bois var. praecox Bois & P. Berthault,
COTON,COHYP2,Cotoneaster hybridus hort. var. pendulus,
COTON,CONA3,Cotoneaster nanshan Mottet,
COPA14,,Cotoneaster pannosus Franch.,silverleaf cotoneaster
CRASS,,Crassula L.,pygmyweed
CROV3,,Crassula ovata (Mill.) Druce,jade plant
CROTA,,Crotalaria L.,rattlebox
CRAS2,,Crotalaria assamica Benth.,Indian rattlebox
CRBE8,,Crotalaria berteriana DC.,Berteron's rattlebox
CRLO3,,Crotalaria longirostrata Hook. & Arn.,longbeak rattlebox
CRMI9,,Crotalaria micans Link,Caracas rattlebox
CRMI9,CRAN15,Crotalaria anagyroides Kunth,
CRMI9,CRBR17,Crotalaria brachystachys Benth.,
CUPHE,,Cuphea P. Br.,waxweed
CUHY,,Cuphea hyssopifolia Kunth,false heather
CUIG,,Cuphea ignea A. DC.,cigar flower
CYATH,,Cyathea Sm.,treefern
CYCO18,,Cyathea cooperi (Hook. ex F. Muell.) Domin,Cooper's cyathea
CYCO18,SPCO18,Sphaeropteris cooperi (Hook. ex F. Muell.) R. Tryon,
CYPHO2,,Cypholophus Weddell,lopleaf
CYMO12,,Cypholophus moluccanus (Blume) Miq.,Hawai'I lopleaf
CYMO12,CYMA21,Cypholophus macrocephalus Weddell,
CYTIS,,Cytisus Desf.,broom
CYSC4,,Cytisus scoparius (L.) Link,Scotch broom
CYSCS2,,Cytisus scoparius (L.) Link var. scoparius,Scotch broom
CYSCS2,SASC6,Sarothamnus scoparius (L.) Wimm. ex Koch,
DALEA,,Dalea L.,prairie clover
DATUR,,Datura L.,jimsonweed
DAIN2,,Datura inoxia Mill.,pricklyburr
DAIN2,DAFA,Datura fastuosa auct. non L.,
DAIN2,DAIN5,"Datura innoxia Mill., orth. var.",
DAIN2,DAME,Datura metel auct. non L.,
DAIN2,DAME2,Datura meteloides auct. non Dunal. p.p.,
DELON,,Delonix Raf.,delonix
DERE,,Delonix regia (Bojer ex Hook.) Raf.,royal poinciana
DERE,PORE12,Poinciana regia Bojer ex Hook.,
DESMA,,Desmanthus Willd.,bundleflower
DESMO,,Desmodium Desv.,ticktrefoil
DECA15,,Desmodium cajanifolium (Kunth) DC.,tropical ticktrefoil
DEHE80,,Desmodium heterocarpon (L.) DC.,Asian ticktrefoil
DEHES,,Desmodium heterocarpon (L.) DC. var. strigosum van Meeuwen,Asian ticktrefoil
DESA81,,Desmodium sandwicense E. Mey.,Hawai'i ticktrefoil
DESA81,DEUN,Desmodium uncinatum auct. non (Jacq.) DC.,
DESA81,MEUN,Meibomia uncinata auct. non (Jacq.) Kuntze,
DILLE2,,Dillenia L.,dillenia
DISU11,,Dillenia suffruticosa (Griffith ex Hook. f. & Thomson) Martelli,shrubby dillenia
DODON,,Dodonaea Mill.,dodonaea
DOVI,,Dodonaea viscosa (L.) Jacq.,Florida hopbush
DOVI,DOEH,Dodonaea ehrenbergii Schltdl.,
DOVI,DOEL3,Dodonaea elaeagnoides J.H. Rudolph ex Ledeb. & Alderstam,
DOVI,DOER,Dodonaea eriocarpa Sm.,
DOVI,DOERA,Dodonaea eriocarpa Sm. var. amphioxea O. Deg. & Sherff,
DOVI,DOERC,Dodonaea eriocarpa Sm. var. confertior Sherff,
DOVI,DOERC2,"Dodonaea eriocarpa Sm. var. costulata O. Deg., I. Deg. & Sherff",
DOVI,DOERD,Dodonaea eriocarpa Sm. var. degeneri Sherff,
DOVI,DOERF,Dodonaea eriocarpa Sm. var. forbesii Sherff,
DOVI,DOERG,Dodonaea eriocarpa Sm. var. glabrescens Sherff,
DOVI,DOERH,Dodonaea eriocarpa Sm. var. hillebrandii Sherff,
DOVI,DOERH2,Dodonaea eriocarpa Sm. var. hosakana Sherff,
DOVI,DOERL,Dodonaea eriocarpa Sm. var. lanaiensis Sherff,
DOVI,DOERM,Dodonaea eriocarpa Sm. var. molokaiensis O. Deg. & Sherff,
DOVI,DOERO,Dodonaea eriocarpa Sm. var. oblonga Sherff,
DOVI,DOERO2,Dodonaea eriocarpa Sm. var. obtusior Sherff,
DOVI,DOERP,Dodonaea eriocarpa Sm. var. pallida O. Deg. & Sherff,
DOVI,DOERS,Dodonaea eriocarpa Sm. var. sherffii O. Deg. & I. Deg.,
DOVI,DOERS2,Dodonaea eriocarpa Sm. var. skottsbergii Sherff,
DOVI,DOERV,Dodonaea eriocarpa Sm. var. vaccinioides Sherff,
DOVI,DOERV2,Dodonaea eriocarpa Sm. var. varians O. Deg. & Sherff,
DOVI,DOERW,Dodonaea eriocarpa Sm. var. waimeana Sherff,
DOVI,DOJA,Dodonaea jamaicensis DC.,
DOVI,DOMI4,Dodonaea microcarya Small,
DOVI,DOSA,Dodonaea sandwicensis Sherff,
DOVI,DOSAL,Dodonaea sandwicensis Sherff var. latifolia O. Deg. & Sherff,
DOVI,DOSAS,Dodonaea sandwicensis Sherff var. simulans,
DOVI,DOSP,Dodonaea spathulata Sm.,
DOVI,DOST,Dodonaea stenoptera Hillebr.,
DOVI,DOSTF,Dodonaea stenoptera Hillebr. var. fauriei (Levl.) Sherff,
DOVI,DOTH,Dodonaea thunbergiana Eckl. & Zeyh.,
DOVI,DOVIA,Dodonaea viscosa (L.) Jacq. var. angustifolia (L. f.) Benth.,
DOVI,DOVIA2,Dodonaea viscosa (L.) Jacq. var. arborescens (A. Cunn. ex Hook.) Sherff,
DOVI,DOVIL,Dodonaea viscosa (L.) Jacq. var. linearis (Harv. & Sonder) Sherff,
DOVI,DOVIS,Dodonaea viscosa (L.) Jacq. var. spathulata (Sm.) West,
DOVI,PTVI4,Ptelea viscosa L.,
DOVYA,,Dovyalis E. Mey. ex Arn.,Ceylon gooseberry
DOHE2,,Dovyalis hebecarpa (G. Gardn.) Warb.,Ceylon gooseberry
DOHE2,ABGA,Aberia gardneri D. Clos,
DURAN,,Duranta L.,duranta
DUER,,Duranta erecta L.,golden dewdrops
DUER,DUERA,Duranta erecta L. var. alba (Masters) Caro,
DUER,DURE,Duranta repens L.,
DUER,DUREA,Duranta repens L. var. alba (Masters) L.H. Bailey,
DUER,DUREM,Duranta repens L. var. microphylla (Desf.) Moldenke,
ELAEA,,Elaeagnus L.,oleaster
ELUM,,Elaeagnus umbellata Thunb.,autumn olive
ELUMP,,Elaeagnus umbellata Thunb. var. parvifolia (Wall. ex Royle) C.K. Schneid.,autumn olive
ELUMP,ELPA10,Elaeagnus parvifolia Wall. ex Royle,
ENCEL,,Encelia Adans.,brittlebush
ENFA,,Encelia farinosa A. Gray ex Torr.,brittlebush
ENFA,ENFAF,Encelia farinosa A. Gray ex Torr. var. farinosa,
ENFA,ENFAP,Encelia farinosa A. Gray ex Torr. var. phenicodonta (S.F. Blake) I.M. Johnst.,
ENFA,ENFAR,Encelia farinosa A. Gray ex Torr. var. radians Brandegee ex S.F. Blake,
ENTAD2,,Entada Adans.,callingcard vine
ERIOB,,Eriobotrya Lindl.,loquat
ERJA3,,Eriobotrya japonica (Thunb.) Lindl.,loquat
ERJA3,MEJA2,Mespilus japonica Thunb.,
EUCAL,,Eucalyptus L'Hér.,gum
EUBO2,,Eucalyptus botryoides Sm.,southern mahogany
EUBR2,,Eucalyptus bridgesiana R. Baker,applebox
EUCA2,,Eucalyptus camaldulensis Dehnh.,river redgum
EUCA2,EUCAO,Eucalyptus camaldulensis Dehnh. var. obtusa Blakely,
EUCA2,EURO11,Eucalyptus rostrata Schltdl.,
EUCI80,,Eucalyptus cinerea F. Muell. ex Benth.,argyle apple
EUCO3,,Eucalyptus cornuta Labill.,yate
EUCR,,Eucalyptus crebra F. Muell.,narrowleaf red ironbark
EUDE,,Eucalyptus deanei Maiden,roundleaf gum
EUDE2,,Eucalyptus deglupta Blume,Indonesian gum
EUGL,,Eucalyptus globulus Labill.,Tasmanian bluegum
EUGLG,,Eucalyptus globulus Labill. ssp. globulus,Tasmanian bluegum
EUGLM,,Eucalyptus globulus Labill. ssp. maidenii (F. Muell.) J.B. Kirkpat.,Tasmanian bluegum
EUGLM,EUMA24,Eucalyptus maidenii F. Muell.,
EUGO,,Eucalyptus gomphocephala DC.,tuart
EUGO2,,Eucalyptus goniocalyx F. Muell. ex Miq.,mountain graygum
EUHE12,,Eucalyptus hemiphloia F. Muell. ex Benth.,white box
EUHEA,,Eucalyptus hemiphloia F. Muell. ex Benth. var. albens (Benth.) Maiden,whitebox
EUHEA,EUAL80,Eucalyptus albens Benth.,
EUMA4,,Eucalyptus marginata Donn ex Sm.,jarrah
EUMI,,Eucalyptus microcorys F. Muell.,Australian tallowwood
EUPA,,Eucalyptus paniculata Sm.,gray ironbark
EUPI,,Eucalyptus pilularis Sm.,blackbutt
EURA4,,Eucalyptus raveretiana F. Muell.,black ironbox
EURE2,,Eucalyptus resinifera Sm.,redmahogany
EURO2,,Eucalyptus robusta Sm.,swampmahogany
EURU2,,Eucalyptus rudis Endl.,Western Australian floodedgum
EUSA17,,Eucalyptus salicifolia (Sol.) Cav.,black peppermint
EUSA17,EUAM81,Eucalyptus amygdalina Labill.,
EUSA,,Eucalyptus saligna Sm.,Sydney bluegum
EUSI2,,Eucalyptus sideroxylon A. Cunn. ex Woolls,red ironbark
EUSI2,EUSIR2,Eucalyptus sideroxylon A. Cunn. ex Woolls var. rosea Rehder,
EUTE,,Eucalyptus tereticornis Sm.,forest redgum
EUTE,EUUM,Eucalyptus umbellatus Gaertn.,
EUVI,,Eucalyptus viminalis Labill.,manna gum
EUGEN,,Eugenia L.,stopper
EUUN2,,Eugenia uniflora L.,Surinam cherry
EUUN2,EUMI13,Eugenia michelii Lam.,
EUPHO,,Euphorbia L.,spurge
EUPU9,,Euphorbia pulcherrima Willd. ex Klotzsch,poinsettia
EUPU9,POPU10,Poinsettia pulcherrima (Willd. ex Klotzsch) Graham,
EUTI,,Euphorbia tirucalli L.,Indiantree spurge
FALCA2,,Falcataria (I.C. Nielsen) Barneby & Grimes,peacocksplume
FAMO,,Falcataria moluccana (Miq.) Barneby & Grimes,peacocksplume
FAMO,ALFA5,Albizia falcataria (L.) Fosberg,
FAMO,ALFA6,Albizia falcata auct.,
FAMO,PAFA8,Paraserianthes falcataria (L.) I.C. Nielsen,
FICUS,,Ficus L.,fig
FIMA,,Ficus macrophylla Desf. ex Pers.,Moreton Bay Fig
FIMI2,,Ficus microcarpa L. f.,Chinese banyan
FIMI2,FIRE5,Ficus retusa auct.,
FINO3,,Ficus nota (Blanco) Merr.,tibig
FIRU4,,Ficus rubiginosa Desf. ex Vent.,Port Jackson fig
FITH2,,Ficus thonningii Blume,fig
FITH2,FIMI9,Ficus microcarpa Vahl.,
FILIC2,,Filicium Thwaites,Ferntree
FIDE2,,Filicium decipiens (Wight & Arn.) Thwaites,Ferntree
FIDE2,FIDE7,"Filicium decipens (Wight & Arn.) Thwaites , database artifact",
FITCH,,Fitchia Hook. f.,fitchia
FISP3,,Fitchia speciosa Cheeseman,burr daisytree
FLEMI,,Flemingia Roxb. ex W.T. Aiton,flemingia
FLST,,Flemingia strobilifera (L.) W.T. Aiton,wildhops
FLST,MOST4,Moghania strobilifera (L.) J. St.-Hil. ex Kuntze,
FLIND,,Flindersia R. Br.,flindersia
FLBR,,Flindersia brayleyana F. Muell.,Queensland maple
FRANG,,Frangula Mill.,buckthorn
FRCA12,,Frangula californica (Eschsch.) A. Gray,California buckthorn
FRCAC5,,Frangula californica (Eschsch.) A. Gray ssp. californica,California buckthorn
FRCAC5,RHCA,Rhamnus californica Eschsch.,
FRCAC5,RHCAC8,Rhamnus californica Eschsch. ssp. californica,
FRANK,,Frankenia L.,seaheath
FRAXI,,Fraxinus L.,ash
FRAM2,,Fraxinus americana L.,white ash
FRAM2,FRAMB,Fraxinus americana L. var. biltmoreana (Beadle) J. Wright ex Fernald,
FRAM2,FRAMC,Fraxinus americana L. var. crassifolia Sarg.,
FRAM2,FRAMC2,Fraxinus americana L. var. curtissii (Vasey) Small,
FRAM2,FRAMJ,Fraxinus americana L. var. juglandifolia (Lam.) Rehder,
FRAM2,FRAMM,Fraxinus americana L. var. microcarpa A. Gray,
FRAM2,FRBI2,Fraxinus biltmoreana Beadle,
FRUH,,Fraxinus uhdei (Wenzig) Lingelsh.,shamel ash
FUCHS,,Fuchsia L.,fuchsia
FUBO,,Fuchsia boliviana Carrière,Bolivian fuchsia
FUHY2,,Fuchsia hybrida hort. ex Siebold & Voss,hybrid fuchsia
FUMA,,Fuchsia magellanica Lam.,hardy fuchsia
FUPA2,,Fuchsia paniculata Lindl.,shrubby fuchsia
