Search type: Characteristics
Shrub|Tree|Native - L48|North Carolina

Accepted Symbol,Synonym Symbol,Scientific Name,Common Name
GOLA,,Gordonia lasianthus (L.) Ellis,loblolly bay
GYDI,,Gymnocladus dioicus (L.) K. Koch,Kentucky coffeetree
HAVI4,,Hamamelis virginiana L.,American witchhazel
HUTO,,Hudsonia tomentosa Nutt.,woolly beachheather
HYQU3,,Hydrangea quercifolia W. Bartram,oakleaf hydrangea
HYCI,,Hypericum cistifolium Lam.,roundpod St. Johnswort
HYCR3,,Hypericum crux-andreae (L.) Crantz,St. Peterswort
HYDE,,Hypericum densiflorum Pursh,bushy St. Johnswort
HYFA,,Hypericum fasciculatum Lam.,peelbark St. Johnswort
HYPR,,Hypericum prolificum L.,shrubby St. Johnswort
ILAM2,,Ilex amelanchier M.A. Curtis ex Chapm.,sarvis holly
ILCA,,Ilex cassine L.,dahoon
ILCO,,Ilex coriacea (Pursh) Chapm.,large gallberry
ILDE,,Ilex decidua Walter,possumhaw
ILGL,,Ilex glabra (L.) A. Gray,inkberry
ILOP,,Ilex opaca Aiton,American holly
ILVE,,Ilex verticillata (L.) A. Gray,common winterberry
ILVO,,Ilex vomitoria Aiton,yaupon
ITVI,,Itea virginica L.,Virginia sweetspire
JUCI,,Juglans cinerea L.,butternut
JUNI,,Juglans nigra L.,black walnut
JUCO6,,Juniperus communis L.,common juniper
JUVI,,Juniperus virginiana L.,eastern redcedar
JUVIS,,Juniperus virginiana L. var. silicicola (Small) Silba,southern redcedar
KALA,,Kalmia latifolia L.,mountain laurel
LEAX,,Leucothoe axillaris (Lam.) D. Don,coastal doghobble
LEFO,,Leucothoe fontanesiana (Steud.) Sleumer,highland doghobble
LIBE3,,Lindera benzoin (L.) Blume,northern spicebush
LIST2,,Liquidambar styraciflua L.,sweetgum
LITU,,Liriodendron tulipifera L.,tuliptree
LYLI,,Lyonia ligustrina (L.) DC.,maleberry
LYLU3,,Lyonia lucida (Lam.) K. Koch,fetterbush lyonia
MAPO,,Maclura pomifera (Raf.) C.K. Schneid.,Osage-orange
MAAC,,Magnolia acuminata (L.) L.,cucumber tree
MAFR,,Magnolia fraseri Walter,mountain magnolia
MAGR4,,Magnolia grandiflora L.,southern magnolia
MATR,,Magnolia tripetala (L.) L.,umbrella-tree
MAVI2,,Magnolia virginiana L.,sweetbay
MALUS,,Malus Mill.,apple
MOCA7,,Morella caroliniensis (Mill.) Small,southern bayberry
MOCE2,,Morella cerifera (L.) Small,wax myrtle
MOPE6,,Morella pensylvanica (Mirb.) Kartesz,northern bayberry
MORU2,,Morus rubra L.,red mulberry
MYGA,,Myrica gale L.,sweetgale
NEAR5,,Nekemias arborea (L.) J. Wen & Boggan,peppervine
NEAR5,AMAR5,Ampelopsis arborea (L.) Koehne,
NYAQ2,,Nyssa aquatica L.,water tupelo
NYBI,,Nyssa biflora Walter,swamp tupelo
NYSY,,Nyssa sylvatica Marshall,blackgum
OSVI,,Ostrya virginiana (Mill.) K. Koch,hophornbeam
OXAR,,Oxydendrum arboreum (L.) DC.,sourwood
PEBO,,Persea borbonia (L.) Spreng.,redbay
PEPA37,,Persea palustris (Raf.) Sarg.,swamp bay
PHAU7,,Phragmites australis (Cav.) Trin. ex Steud.,common reed
PHOP,,"Physocarpus opulifolius (L.) Maxim., orth. cons.",common ninebark
PIRU,,Picea rubens Sarg.,red spruce
PICL,,Pinus clausa (Chapm. ex Engelm.) Vasey ex Sarg.,sand pine
PIEC2,,Pinus echinata Mill.,shortleaf pine
PIEL,,Pinus elliottii Engelm.,slash pine
PIPA2,,Pinus palustris Mill.,longleaf pine
PIPU5,,Pinus pungens Lamb.,Table Mountain pine
PIRE,,Pinus resinosa Aiton,red pine
PIRI,,Pinus rigida Mill.,pitch pine
PISE,,Pinus serotina Michx.,pond pine
PIST,,Pinus strobus L.,eastern white pine
PITA,,Pinus taeda L.,loblolly pine
PIVI2,,Pinus virginiana Mill.,Virginia pine
PLAQ,,Planera aquatica J.F. Gmel.,planertree
PLOC,,Platanus occidentalis L.,American sycamore
POCA19,,Populus ×canadensis Moench (pro sp.) [deltoides × nigra],Carolina poplar
PODE3,,Populus deltoides W. Bartram ex Marshall,eastern cottonwood
POGR4,,Populus grandidentata Michx.,bigtooth aspen
POHE4,,Populus heterophylla L.,swamp cottonwood
POTR5,,Populus tremuloides Michx.,quaking aspen
PRAM,,Prunus americana Marshall,American plum
PRAN3,,Prunus angustifolia Marshall,Chickasaw plum
PRPE2,,Prunus pensylvanica L. f.,pin cherry
PRSE2,,Prunus serotina Ehrh.,black cherry
PRVI,,Prunus virginiana L.,chokecherry
PTTR,,Ptelea trifoliata L.,common hoptree
QUAL,,Quercus alba L.,white oak
QUBI,,Quercus bicolor Willd.,swamp white oak
QUCO2,,Quercus coccinea Münchh.,scarlet oak
QUFA,,Quercus falcata Michx.,southern red oak
QUIM,,Quercus imbricaria Michx.,shingle oak
QULA2,,Quercus laevis Walter,turkey oak
QULA3,,Quercus laurifolia Michx.,laurel oak
QULY,,Quercus lyrata Walter,overcup oak
QUMA3,,Quercus marilandica Münchh.,blackjack oak
QUMI,,Quercus michauxii Nutt.,swamp chestnut oak
QUMO4,,Quercus montana Willd.,chestnut oak
QUMO4,QUPR2,"Quercus prinus L. p.p., nom. utique rej.",
QUMU,,Quercus muehlenbergii Engelm.,chinquapin oak
QUNI,,Quercus nigra L.,water oak
QUPA5,,Quercus pagoda Raf.,cherrybark oak
QUPA2,,Quercus palustris Münchh.,pin oak
QUPH,,Quercus phellos L.,willow oak
QUPU80,,Quercus pumila Walter,running oak
QURU,,Quercus rubra L.,northern red oak
QUSH,,Quercus shumardii Buckley,Shumard's oak
QUST,,Quercus stellata Wangenh.,post oak
QUVE,,Quercus velutina Lam.,black oak
QUVI,,Quercus virginiana Mill.,live oak
RHAR3,,Rhododendron arborescens (Pursh) Torr.,smooth azalea
RHAT,,Rhododendron atlanticum (Ashe) Rehder,dwarf azalea
RHCA7,,Rhododendron canescens (Michx.) Sweet,mountain azalea
RHMA4,,Rhododendron maximum L.,great laurel
RHPE4,,Rhododendron periclymenoides (Michx.) Shinners,pink azalea
RHVI2,,Rhododendron viscosum (L.) Torr.,swamp azalea
RHCO,,Rhus copallinum L.,winged sumac
RHGL,,Rhus glabra L.,smooth sumac
RHTY,,Rhus typhina L.,staghorn sumac
RHTY,RHHI2,"Rhus hirta (L.) Sudw., nom. utique rej.",
ROHIF8,,Robinia hispida L. var. fertilis (Ashe) R.T. Clausen,bristly locust
ROPS,,Robinia pseudoacacia L.,black locust
SAMI8,,Sabal minor (Jacq.) Pers.,dwarf palmetto
SAPA,,Sabal palmetto (Walter) Lodd. ex Schult. & Schult. f.,cabbage palmetto
SACA5,,Salix caroliniana Michx.,coastal plain willow
SADI,,Salix discolor Muhl.,pussy willow
SAHU2,,Salix humilis Marshall,prairie willow
SANI,,Salix nigra Marshall,black willow
SASE,,Salix sericea Marshall,silky willow
SANIC4,,Sambucus nigra L. ssp. canadensis (L.) R. Bolli,American black elderberry
SARAR3,,Sambucus racemosa L. var. racemosa,red elderberry
SAAL5,,Sassafras albidum (Nutt.) Nees,sassafras
SILY,,Sideroxylon lycioides L.,buckthorn bully
SMBO2,,Smilax bona-nox L.,saw greenbrier
SMGL,,Smilax glauca Walter,cat greenbrier
SMLA,,Smilax laurifolia L.,laurel greenbrier
SMRO,,Smilax rotundifolia L.,roundleaf greenbrier
SMSM,,Smilax smallii Morong,lanceleaf greenbrier
SMWA,,Smilax walteri Pursh,coral greenbrier
SOAM3,,Sorbus americana Marshall,American mountain ash
SPAL2,,Spiraea alba Du Roi,white meadowsweet
SPBE2,,Spiraea betulifolia Pall.,white spirea
SPTO2,,Spiraea tomentosa L.,steeplebush
STAM4,,Styrax americanus Lam.,American snowbell
STGR4,,Styrax grandifolius Aiton,bigleaf snowbell
SYAL,,Symphoricarpos albus (L.) S.F. Blake,common snowberry
SYOR,,Symphoricarpos orbiculatus Moench,coralberry
SYTI,,Symplocos tinctoria (L.) L'Hér.,common sweetleaf
TAAS,,Taxodium ascendens Brongn.,pond cypress
TADI2,,Taxodium distichum (L.) Rich.,bald cypress
TACA7,,Taxus canadensis Marshall,Canada yew
THOC2,,Thuja occidentalis L.,arborvitae
TIAM,,Tilia americana L.,American basswood
TIAMH,,Tilia americana L. var. heterophylla (Vent.) Loudon,American basswood
TSCA,,Tsuga canadensis (L.) Carrière,eastern hemlock
TSCA2,,Tsuga caroliniana Engelm.,Carolina hemlock
ULAL,,Ulmus alata Michx.,winged elm
ULAM,,Ulmus americana L.,American elm
ULRU,,Ulmus rubra Muhl.,slippery elm
VAAN,,Vaccinium angustifolium Aiton,lowbush blueberry
VAAR,,Vaccinium arboreum Marshall,farkleberry
VACO,,Vaccinium corymbosum L.,highbush blueberry
VAEL,,Vaccinium elliottii Chapm.,Elliott's blueberry
VAST,,Vaccinium stamineum L.,deerberry
VIAC,,Viburnum acerifolium L.,mapleleaf viburnum
VIDED4,,Viburnum dentatum L. var. dentatum,southern arrowwood
VILA11,,Viburnum lantanoides Michx.,hobblebush
VINUC,,Viburnum nudum L. var. cassinoides (L.) Torr. & A. Gray,withe-rod
VIPR,,Viburnum prunifolium L.,blackhaw
VIRA,,Viburnum rafinesqueanum Schult.,downy arrowwood
VIRE7,,Viburnum recognitum Fernald,southern arrowwood
VIRE7,VIDEL,Viburnum dentatum L. var. lucidum Aiton,
YUAL,,Yucca aloifolia L.,aloe yucca
ZEPU3,,Zenobia pulverulenta (W. Bartram ex Willd.) Pollard,honeycup
