family,taxon,author,endemism,IUCN category,ThreatSearch assessed
Symplocaceae,Symplocos glauca,(Thunb.) Koidz.,no,NE,yes
Symplocaceae,Symplocos heishanensis,Hayata,no,LC,yes
Symplocaceae,Symplocos juiyenensis,C.C.Wang & C.H.Ou,yes,NE,yes
Symplocaceae,Symplocos lancifolia,Siebold & Zucc.,no,LC,yes
Symplocaceae,Symplocos lucida,(Thunb.) Siebold & Zucc.,no,LC,yes
Symplocaceae,Symplocos paniculata,(Thunb.) Miq.,no,NE,yes
Symplocaceae,Symplocos pendula,Wight,no,LC,yes
Symplocaceae,Symplocos shilanensis,Y.C. Liu & F.Y. Lu,yes,EN,yes
Symplocaceae,Symplocos stellaris,Brand,no,NE,yes
Symplocaceae,Symplocos sumuntia,Buch.-Ham. ex D. Don,no,NE,yes
Symplocaceae,Symplocos wikstroemiifolia,Hayata,no,LC,yes
Taxaceae,Amentotaxus formosana,H.L.Li,yes,VU,yes
Taxaceae,Cephalotaxus harringtonii,(Knight ex J.Forbes) K.Koch,no,LC,yes
Taxaceae,Cephalotaxus sinensis,(Rehder & E.H.Wilson) H.L.Li,no,LC,yes
Taxaceae,Taxus mairei,(Lemée & H.Lév.) S.Y.Hu,no,VU,yes
Theaceae,Camellia brevistyla,(Hayata) Cohen-Stuart,no,LC,yes
Theaceae,Camellia caudata,Wall.,no,LC,yes
Theaceae,Camellia euryoides,Lindl.,no,LC,yes
Theaceae,Camellia formosensis,"(Masam. & Suzuki) M.H.Su, C.F.Hsieh & C.H.Tsou",yes,VU,yes
Theaceae,Camellia furfuracea,(Merr.) Cohen-Stuart,no,LC,yes
Theaceae,Camellia hengchunensis,Chang,yes,NT,yes
Theaceae,Camellia japonica,L.,no,LC,yes
Theaceae,Camellia kissii,Wall.,no,LC,yes
Theaceae,Camellia lutchuensis,T.Itô,no,LC,yes
Theaceae,Camellia salicifolia,Champ. ex Benth.,no,LC,yes
Theaceae,Polyspora axillaris,(Roxb. ex Ker Gawl.) Sweet,no,LC,yes
Theaceae,Pyrenaria buisanensis,"(Sasaki) C.F. Hsieh, Sheng Z. Yang & M.H. Su",yes,CR,yes
Theaceae,Pyrenaria microcarpa,(Dunn) H.Keng,no,LC,yes
Theaceae,Schima superba,Gardner & Champ.,no,LC,yes
Trochodendraceae,Trochodendron aralioides,Siebold & Zucc.,no,NE,yes
Ulmaceae,Ulmus parvifolia,Jacq.,no,LC,yes
Ulmaceae,Ulmus uyematsui,Hayata,yes,NE,yes
Urticaceae,Boehmeria pilosiuscula,(Blume) Hassk.,no,LC,yes
Urticaceae,Boehmeria zollingeriana,Wedd.,no,LC,yes
Urticaceae,Dendrocnide kotoensis,(Hayata ex Yamam.) B.L.Shih & Yuen P.Yang,yes,NE,yes
Urticaceae,Dendrocnide meyeniana,(Walp.) Chew,no,NE,yes
Urticaceae,Dendrocnide stimulans,(L.f.) Chew,no,LC,yes
Urticaceae,Leucosyke quadrinervia,C.B. Rob.,no,NE,yes
Urticaceae,Oreocnide pedunculata,(Shirai) Masam.,no,LC,yes
Urticaceae,Oreocnide trinervis,(Wedd.) Miq.,no,NE,yes
Urticaceae,Pilea melastomoides,(Poir.) Wedd.,no,NE,yes
Urticaceae,Pipturus arborescens,(Link) C.B. Rob.,no,NE,yes
Viburnaceae,Sambucus javanica,Blume,no,LC,yes
Viburnaceae,Viburnum betulifolium,Batalin,no,LC,yes
Viburnaceae,Viburnum formosanum,(Hance) Hayata,no,NE,yes
Viburnaceae,Viburnum luzonicum,Rolfe,no,LC,yes
Viburnaceae,Viburnum odoratissimum,Ker Gawl.,no,LC,yes
Viburnaceae,Viburnum sympodiale,Graebn.,no,LC,yes
Vitaceae,Leea philippinensis,Merr.,no,NE,yes
